constructor,GP_name,constructor_home,const_relaiblity,active_const
Red Bull,Autodromo Internazionale del Mugello,0,0.9462962962962964,1
Red Bull,Autodromo Nazionale di Monza,0,0.9462962962962964,1
Red Bull,Autódromo Hermanos Rodríguez,0,0.9462962962962964,1
Red Bull,Autódromo Internacional do Algarve,0,0.9462962962962964,1
Red Bull,Autódromo José Carlos Pace,0,0.9462962962962964,1
Red Bull,Bahrain International Circuit,0,0.9462962962962964,1
Red Bull,Baku City Circuit,0,0.9462962962962964,1
Red Bull,Circuit Gilles Villeneuve,0,0.9462962962962964,1
Red Bull,Circuit Park Zandvoort,0,0.9462962962962964,1
Red Bull,Circuit Paul Ricard,0,0.9462962962962964,1
Red Bull,Circuit de Barcelona-Catalunya,0,0.9462962962962964,1
Red Bull,Circuit de Monaco,0,0.9462962962962964,1
Red Bull,Circuit de Spa-Francorchamps,0,0.9462962962962964,1
Red Bull,Circuit of the Americas,0,0.9462962962962964,1
Red Bull,Hockenheimring,0,0.9462962962962964,1
Red Bull,Hungaroring,0,0.9462962962962964,1
Red Bull,Istanbul Park,0,0.9462962962962964,1
Red Bull,Jeddah Corniche Circuit,0,0.9462962962962964,1
Red Bull,Losail International Circuit,0,0.9462962962962964,1
Red Bull,Marina Bay Street Circuit,0,0.9462962962962964,1
Red Bull,Miami International Autodrome,0,0.9462962962962964,1
Red Bull,Nürburgring,0,0.9462962962962964,1
Red Bull,Red Bull Ring,1,0.9462962962962964,1
Red Bull,Sepang International Circuit,0,0.9462962962962964,1
Red Bull,Shanghai International Circuit,0,0.9462962962962964,1
Red Bull,Silverstone Circuit,0,0.9462962962962964,1
Red Bull,Sochi Autodrom,0,0.9462962962962964,1
Red Bull,Suzuka Circuit,0,0.9462962962962964,1
Red Bull,Yas Marina Circuit,0,0.9462962962962964,1
Williams,Albert Park Grand Prix Circuit,0,0.8964879852125693,1
Williams,Autodromo Enzo e Dino Ferrari,0,0.8964879852125693,1
Williams,Autodromo Internazionale del Mugello,0,0.8964879852125693,1
Williams,Autodromo Nazionale di Monza,0,0.8964879852125693,1
Williams,Autódromo Hermanos Rodríguez,0,0.8964879852125693,1
Williams,Autódromo Internacional do Algarve,0,0.8964879852125693,1
Williams,Autódromo José Carlos Pace,0,0.8964879852125693,1
Williams,Bahrain International Circuit,0,0.8964879852125693,1
Williams,Baku City Circuit,0,0.8964879852125693,1
Williams,Buddh International Circuit,0,0.8964879852125693,1
Williams,Circuit Gilles Villeneuve,0,0.8964879852125693,1
Williams,Circuit Park Zandvoort,0,0.8964879852125693,1
Williams,Circuit Paul Ricard,0,0.8964879852125693,1
Williams,Circuit de Barcelona-Catalunya,0,0.8964879852125693,1
Williams,Circuit de Monaco,0,0.8964879852125693,1
Williams,Circuit de Spa-Francorchamps,0,0.8964879852125693,1
Williams,Circuit of the Americas,0,0.8964879852125693,1
Williams,Hockenheimring,0,0.8964879852125693,1
Williams,Hungaroring,0,0.8964879852125693,1
Williams,Istanbul Park,0,0.8964879852125693,1
Williams,Jeddah Corniche Circuit,0,0.8964879852125693,1
Williams,Korean International Circuit,0,0.8964879852125693,1
Williams,Losail International Circuit,0,0.8964879852125693,1
Williams,Marina Bay Street Circuit,0,0.8964879852125693,1
Williams,Miami International Autodrome,0,0.8964879852125693,1
Williams,Nürburgring,0,0.8964879852125693,1
Williams,Red Bull Ring,0,0.8964879852125693,1
Williams,Sepang International Circuit,0,0.8964879852125693,1
Williams,Shanghai International Circuit,0,0.8964879852125693,1
Williams,Silverstone Circuit,1,0.8964879852125693,1
Williams,Sochi Autodrom,0,0.8964879852125693,1
Williams,Suzuka Circuit,0,0.8964879852125693,1
Williams,Valencia Street Circuit,0,0.8964879852125693,1
Williams,Yas Marina Circuit,0,0.8964879852125693,1
